x0	1	{ (x0), (x2), (x3), (x4), (x5), (x9), (x10), (x11), (x12), (x13), (x14), (x18), (x19), (x20), (x22), (x23), (x25), (x27), (x28), (x29), (x30), (x33), (x35), (x37), (x38), (x39), (x40), (x41), (x42), (x43), (x44), (x45), (x46), (x47), (x51), (x53), (x54), (x55), (x56), (x58), (x60), (x61), (x62), (x63), (x64), (x66), (x67), (x70), (x71), (x73), (x75), (x77), (x79), (x80), (x81), (x82), (x83), (x84), (x86), (x90), (x92), (x93), (x94), (x96), (x97), (x98), (x99), (x101), (x102), (x103), (x105), (x106), (x107), (x108), (x110), (x111), (x112), (x113), (x115), (x117), (x119), (x123), (x125), (x126), (x130), (x131), (x132), (x133), (x134), (x137), (x138), (x140), (x142), (x144), (x147), (x150), (x151), (x152), (x153), (x156), (x157), (x158), (x160), (x161), (x162), (x163), (x166), (x168), (x169), (x170), (x171), (x176), (x178), (x179), (x181), (x182), (x184), (x185), (x188), (x189), (x190), (x192), (x194), (x196), (x199), (x200), (x201), (x203), (x204), (x205), (x211), (x213), (x214), (x216), (x217), (x218), (x219), (x220), (x223), (x224), (x225), (x226), (x228), (x232), (x236), (x238), (x239), (x242), (x243), (x244), (x246), (x247), (x250), (x252), (x253), (x254), (x255), (x256), (x257), (x258), (x259), (x261), (x262), (x264), (x265), (x269), (x270), (x274), (x275), (x278), (x279), (x282), (x283), (x286), (x287), (x288), (x289), (x293), (x295), (x303), (x307), (x308), (x312), (x318), (x320), (x321), (x322), (x323), (x326), (x327), (x328), (x329), (x330), (x332), (x333), (x334), (x335), (x340), (x342), (x343), (x346), (x347), (x349), (x350), (x352), (x353), (x354), (x356), (x358), (x360), (x366), (x367), (x371), (x374), (x375), (x376), (x380), (x382), (x384), (x385), (x387), (x389), (x390), (x391), (x393), (x395), (x396), (x401), (x403), (x404), (x409), (x410), (x412), (x415), (x416), (x423), (x427), (x430), (x431), (x435), (x440), (x441), (x443), (x444), (x448), (x454), (x459), (x462), (x464), (x474), (x481), (x482), (x485), (x487), (x491), (x493), (x496), (x497), (x499), (x514), (x525), (x526), (x527), (x530), (x531), (x532), (x535), (x536), (x538), (x540), (x543), (x545), (x546), (x552), (x553), (x555), (x560), (x561), (x571), (x573), (x575), (x587), (x601), (x605), (x609), (x611), (x616), (x622), (x624), (x625), (x627), (x631), (x633), (x637), (x640), (x643), (x644), (x647), (x648), (x651), (x652), (x655), (x658), (x660), (x662), (x663), (x665), (x672), (x680), (x685), (x693), (x712), (x713), (x714), (x721), (x722), (x730), (x737), (x755), (x759), (x762), (x764), (x771), (x777), (x781), (x788), (x790), (x795), (x803), (x808), (x813), (x822), (x830), (x842), (x858), (x878), (x892), (x929), (x956), (x963) }
x1	1	{ (x1), (x2), (x3), (x4), (x5), (x7), (x8), (x9), (x10), (x12), (x13), (x15), (x16), (x17), (x18), (x19), (x20), (x21), (x22), (x23), (x24), (x25), (x26), (x27), (x28), (x29), (x30), (x31), (x33), (x34), (x35), (x36), (x39), (x40), (x41), (x45), (x46), (x50), (x51), (x52), (x54), (x55), (x59), (x64), (x65), (x66), (x67), (x68), (x69), (x70), (x72), (x73), (x77), (x78), (x79), (x80), (x81), (x82), (x83), (x85), (x86), (x89), (x90), (x92), (x93), (x94), (x96), (x97), (x98), (x100), (x102), (x103), (x104), (x105), (x106), (x107), (x109), (x110), (x111), (x114), (x115), (x118), (x120), (x122), (x123), (x124), (x127), (x128), (x129), (x130), (x131), (x135), (x138), (x139), (x140), (x141), (x142), (x144), (x146), (x147), (x149), (x151), (x155), (x158), (x159), (x162), (x163), (x167), (x168), (x169), (x171), (x172), (x173), (x174), (x175), (x177), (x178), (x182), (x183), (x184), (x185), (x186), (x187), (x188), (x189), (x190), (x191), (x192), (x194), (x198), (x201), (x202), (x203), (x205), (x206), (x209), (x210), (x212), (x213), (x218), (x219), (x222), (x224), (x226), (x229), (x230), (x231), (x232), (x234), (x236), (x237), (x238), (x239), (x241), (x242), (x250), (x255), (x257), (x258), (x260), (x264), (x266), (x267), (x268), (x271), (x272), (x273), (x274), (x275), (x278), (x280), (x282), (x284), (x285), (x286), (x289), (x290), (x291), (x293), (x295), (x299), (x300), (x301), (x302), (x304), (x305), (x308), (x309), (x310), (x311), (x312), (x313), (x315), (x318), (x319), (x323), (x325), (x328), (x331), (x334), (x336), (x337), (x342), (x344), (x345), (x346), (x347), (x348), (x349), (x350), (x351), (x352), (x353), (x354), (x357), (x362), (x363), (x364), (x365), (x367), (x370), (x371), (x372), (x378), (x386), (x388), (x389), (x391), (x396), (x399), (x400), (x401), (x407), (x409), (x410), (x412), (x413), (x414), (x420), (x421), (x424), (x429), (x431), (x432), (x433), (x441), (x442), (x444), (x452), (x455), (x456), (x458), (x460), (x461), (x462), (x468), (x477), (x480), (x483), (x488), (x492), (x496), (x502), (x506), (x507), (x509), (x514), (x515), (x517), (x518), (x520), (x521), (x527), (x532), (x536), (x540), (x544), (x550), (x551), (x552), (x553), (x554), (x556), (x559), (x566), (x572), (x573), (x577), (x580), (x583), (x587), (x590), (x591), (x600), (x601), (x604), (x607), (x608), (x609), (x614), (x623), (x626), (x628), (x629), (x632), (x639), (x646), (x651), (x659), (x668), (x672), (x673), (x678), (x683), (x692), (x696), (x698), (x705), (x707), (x714), (x715), (x719), (x720), (x726), (x730), (x747), (x750), (x755), (x758), (x762), (x764), (x768), (x792), (x808), (x811), (x815), (x840), (x855), (x872), (x894), (x895), (x905), (x959) }
x2	1	{ (x0), (x2), (x3), (x7), (x9), (x10), (x11), (x12), (x13), (x14), (x15), (x17), (x21), (x22), (x25), (x27), (x31), (x32), (x34), (x35), (x37), (x39), (x40), (x41), (x43), (x44), (x46), (x49), (x51), (x52), (x53), (x54), (x55), (x56), (x57), (x58), (x59), (x60), (x63), (x65), (x66), (x67), (x68), (x70), (x71), (x72), (x73), (x74), (x75), (x76), (x78), (x80), (x81), (x82), (x84), (x86), (x87), (x88), (x90), (x91), (x92), (x93), (x95), (x96), (x97), (x98), (x99), (x100), (x102), (x103), (x106), (x107), (x110), (x111), (x113), (x114), (x115), (x118), (x121), (x123), (x125), (x126), (x127), (x129), (x130), (x131), (x133), (x134), (x136), (x138), (x139), (x140), (x141), (x142), (x143), (x144), (x146), (x148), (x149), (x150), (x153), (x154), (x156), (x159), (x163), (x164), (x166), (x167), (x168), (x172), (x173), (x174), (x176), (x181), (x183), (x185), (x186), (x187), (x188), (x189), (x190), (x191), (x192), (x193), (x195), (x196), (x197), (x199), (x201), (x202), (x204), (x205), (x206), (x207), (x208), (x209), (x210), (x211), (x212), (x213), (x214), (x215), (x217), (x219), (x222), (x223), (x224), (x231), (x232), (x233), (x236), (x239), (x240), (x241), (x243), (x245), (x246), (x247), (x248), (x249), (x250), (x251), (x252), (x253), (x255), (x259), (x262), (x263), (x264), (x270), (x273), (x275), (x276), (x278), (x279), (x284), (x285), (x289), (x292), (x293), (x296), (x297), (x299), (x301), (x304), (x310), (x312), (x318), (x322), (x325), (x327), (x329), (x331), (x333), (x334), (x336), (x337), (x339), (x341), (x344), (x346), (x349), (x351), (x352), (x353), (x362), (x363), (x364), (x365), (x367), (x368), (x369), (x374), (x379), (x380), (x381), (x382), (x383), (x385), (x387), (x390), (x391), (x393), (x394), (x396), (x399), (x402), (x403), (x405), (x409), (x410), (x413), (x417), (x418), (x419), (x422), (x423), (x424), (x431), (x434), (x436), (x438), (x439), (x444), (x446), (x447), (x448), (x449), (x450), (x457), (x463), (x464), (x465), (x472), (x478), (x483), (x485), (x489), (x492), (x497), (x498), (x499), (x500), (x503), (x504), (x505), (x507), (x511), (x513), (x515), (x517), (x521), (x524), (x525), (x526), (x527), (x536), (x537), (x538), (x541), (x542), (x543), (x546), (x547), (x550), (x551), (x556), (x557), (x559), (x560), (x564), (x566), (x569), (x575), (x577), (x578), (x580), (x586), (x590), (x591), (x598), (x599), (x605), (x613), (x616), (x619), (x625), (x626), (x630), (x636), (x638), (x645), (x654), (x659), (x661), (x664), (x666), (x672), (x677), (x681), (x682), (x685), (x689), (x690), (x691), (x693), (x699), (x701), (x704), (x712), (x720), (x725), (x726), (x732), (x733), (x737), (x739), (x743), (x744), (x771), (x773), (x776), (x779), (x781), (x799), (x805), (x814), (x820), (x821), (x828), (x838), (x869) }
x3	1	{ (x0), (x4), (x5), (x6), (x7), (x8), (x9), (x12), (x13), (x14), (x15), (x16), (x18), (x20), (x21), (x22), (x23), (x24), (x26), (x27), (x28), (x29), (x32), (x37), (x38), (x39), (x40), (x41), (x42), (x43), (x44), (x45), (x46), (x49), (x50), (x53), (x55), (x56), (x57), (x59), (x60), (x62), (x63), (x64), (x65), (x66), (x67), (x69), (x70), (x71), (x74), (x75), (x76), (x79), (x80), (x81), (x82), (x83), (x85), (x87), (x90), (x91), (x92), (x94), (x95), (x96), (x98), (x100), (x101), (x104), (x105), (x106), (x107), (x108), (x109), (x110), (x111), (x112), (x113), (x114), (x116), (x117), (x119), (x120), (x121), (x124), (x125), (x126), (x127), (x128), (x129), (x131), (x133), (x134), (x138), (x139), (x140), (x143), (x144), (x145), (x146), (x148), (x149), (x151), (x152), (x153), (x154), (x155), (x156), (x157), (x158), (x159), (x160), (x161), (x164), (x165), (x166), (x167), (x169), (x175), (x178), (x180), (x181), (x183), (x185), (x186), (x188), (x189), (x190), (x193), (x194), (x195), (x196), (x199), (x200), (x202), (x204), (x205), (x207), (x208), (x211), (x212), (x213), (x215), (x216), (x217), (x218), (x222), (x225), (x227), (x228), (x230), (x231), (x232), (x234), (x236), (x238), (x239), (x241), (x242), (x246), (x247), (x248), (x251), (x260), (x261), (x267), (x268), (x270), (x273), (x276), (x277), (x280), (x281), (x282), (x283), (x284), (x285), (x287), (x288), (x289), (x290), (x291), (x292), (x294), (x296), (x299), (x300), (x304), (x305), (x313), (x315), (x316), (x318), (x319), (x320), (x321), (x323), (x326), (x327), (x328), (x330), (x331), (x332), (x336), (x338), (x339), (x340), (x346), (x348), (x352), (x353), (x356), (x358), (x359), (x362), (x363), (x364), (x366), (x367), (x372), (x375), (x376), (x385), (x386), (x389), (x396), (x397), (x398), (x402), (x406), (x409), (x411), (x414), (x418), (x424), (x425), (x427), (x429), (x430), (x436), (x438), (x441), (x444), (x445), (x447), (x448), (x449), (x451), (x453), (x458), (x459), (x461), (x467), (x470), (x471), (x472), (x478), (x479), (x483), (x488), (x492), (x493), (x494), (x502), (x503), (x504), (x505), (x506), (x515), (x516), (x517), (x518), (x520), (x522), (x523), (x524), (x525), (x529), (x534), (x536), (x539), (x540), (x541), (x550), (x553), (x555), (x560), (x566), (x567), (x568), (x570), (x573), (x575), (x577), (x587), (x594), (x596), (x598), (x600), (x601), (x605), (x607), (x609), (x610), (x611), (x614), (x617), (x621), (x626), (x628), (x632), (x633), (x636), (x641), (x647), (x658), (x660), (x663), (x665), (x669), (x672), (x677), (x685), (x687), (x696), (x698), (x699), (x702), (x705), (x728), (x752), (x762), (x776), (x778), (x781), (x782), (x784), (x786), (x790), (x791), (x809), (x825), (x831), (x833), (x840), (x842), (x846), (x884), (x886), (x899), (x955) }
x4	1	{ (x0), (x1), (x2), (x3), (x4), (x5), (x6), (x7), (x8), (x9), (x10), (x11), (x12), (x13), (x14), (x15), (x16), (x17), (x19), (x20), (x23), (x26), (x27), (x28), (x29), (x30), (x33), (x34), (x36), (x37), (x38), (x40), (x41), (x43), (x44), (x46), (x47), (x49), (x50), (x52), (x54), (x55), (x56), (x57), (x59), (x60), (x62), (x65), (x66), (x67), (x70), (x71), (x73), (x74), (x76), (x77), (x79), (x81), (x82), (x85), (x87), (x88), (x90), (x94), (x96), (x97), (x98), (x99), (x100), (x101), (x102), (x103), (x104), (x105), (x106), (x108), (x110), (x112), (x114), (x115), (x118), (x119), (x120), (x121), (x122), (x123), (x124), (x125), (x131), (x132), (x133), (x136), (x138), (x139), (x140), (x141), (x143), (x144), (x145), (x146), (x147), (x148), (x150), (x151), (x153), (x154), (x155), (x156), (x157), (x158), (x159), (x160), (x161), (x162), (x164), (x165), (x166), (x167), (x168), (x169), (x171), (x173), (x174), (x176), (x177), (x178), (x180), (x181), (x183), (x184), (x185), (x186), (x187), (x191), (x197), (x199), (x200), (x202), (x203), (x205), (x206), (x208), (x209), (x210), (x211), (x212), (x216), (x218), (x220), (x221), (x222), (x223), (x224), (x227), (x230), (x232), (x233), (x237), (x240), (x242), (x243), (x247), (x250), (x253), (x256), (x257), (x258), (x261), (x264), (x266), (x268), (x269), (x273), (x277), (x278), (x279), (x282), (x283), (x284), (x287), (x291), (x292), (x293), (x294), (x299), (x303), (x306), (x309), (x310), (x313), (x314), (x316), (x319), (x321), (x322), (x325), (x326), (x327), (x328), (x332), (x334), (x336), (x338), (x340), (x341), (x342), (x343), (x345), (x347), (x349), (x352), (x355), (x356), (x357), (x358), (x361), (x365), (x366), (x367), (x368), (x369), (x370), (x371), (x376), (x378), (x380), (x382), (x383), (x386), (x387), (x391), (x393), (x395), (x397), (x398), (x400), (x402), (x404), (x407), (x408), (x411), (x413), (x418), (x419), (x423), (x428), (x432), (x434), (x435), (x437), (x442), (x444), (x446), (x447), (x452), (x456), (x457), (x459), (x460), (x461), (x462), (x466), (x467), (x468), (x473), (x474), (x479), (x481), (x482), (x484), (x486), (x490), (x492), (x493), (x497), (x498), (x503), (x505), (x508), (x510), (x511), (x514), (x517), (x521), (x524), (x544), (x548), (x551), (x553), (x555), (x558), (x562), (x567), (x570), (x571), (x572), (x576), (x578), (x580), (x583), (x584), (x585), (x589), (x592), (x595), (x597), (x609), (x610), (x613), (x614), (x615), (x630), (x632), (x637), (x641), (x663), (x664), (x671), (x672), (x674), (x675), (x677), (x678), (x687), (x692), (x693), (x698), (x699), (x703), (x721), (x724), (x729), (x732), (x744), (x754), (x761), (x762), (x763), (x769), (x771), (x784), (x785), (x787), (x789), (x792), (x806), (x820), (x823), (x826), (x837), (x853), (x867), (x869), (x876), (x904), (x920), (x923) }
x5	1	{ (x1), (x3), (x5), (x7), (x8), (x12), (x13), (x16), (x17), (x19), (x20), (x21), (x22), (x23), (x24), (x25), (x26), (x28), (x29), (x31), (x32), (x35), (x36), (x37), (x42), (x43), (x45), (x46), (x47), (x48), (x50), (x52), (x54), (x55), (x57), (x58), (x61), (x63), (x64), (x66), (x67), (x69), (x70), (x71), (x72), (x73), (x75), (x76), (x77), (x78), (x79), (x80), (x81), (x82), (x83), (x86), (x88), (x90), (x91), (x92), (x93), (x97), (x98), (x100), (x101), (x103), (x104), (x105), (x107), (x108), (x109), (x110), (x111), (x112), (x115), (x118), (x124), (x130), (x133), (x134), (x135), (x136), (x137), (x142), (x143), (x144), (x145), (x147), (x148), (x149), (x150), (x155), (x156), (x157), (x158), (x159), (x160), (x161), (x163), (x164), (x165), (x166), (x167), (x168), (x170), (x172), (x176), (x179), (x181), (x188), (x191), (x193), (x198), (x199), (x207), (x208), (x210), (x212), (x213), (x214), (x219), (x221), (x222), (x223), (x224), (x226), (x228), (x233), (x237), (x240), (x243), (x244), (x245), (x247), (x248), (x251), (x252), (x254), (x257), (x259), (x262), (x263), (x271), (x274), (x277), (x279), (x281), (x283), (x284), (x285), (x286), (x287), (x288), (x290), (x294), (x296), (x298), (x300), (x303), (x304), (x306), (x309), (x310), (x313), (x316), (x318), (x322), (x323), (x324), (x327), (x329), (x332), (x334), (x336), (x337), (x341), (x343), (x345), (x346), (x349), (x350), (x351), (x353), (x354), (x357), (x358), (x359), (x360), (x364), (x365), (x366), (x379), (x381), (x382), (x383), (x384), (x385), (x386), (x387), (x388), (x391), (x392), (x393), (x399), (x401), (x402), (x403), (x404), (x407), (x409), (x417), (x419), (x420), (x422), (x424), (x425), (x426), (x427), (x428), (x429), (x430), (x433), (x435), (x439), (x443), (x444), (x446), (x450), (x452), (x454), (x455), (x456), (x457), (x462), (x465), (x468), (x469), (x478), (x481), (x482), (x483), (x484), (x487), (x489), (x492), (x494), (x496), (x497), (x498), (x501), (x502), (x507), (x510), (x513), (x514), (x515), (x519), (x522), (x525), (x527), (x537), (x538), (x542), (x545), (x546), (x548), (x553), (x558), (x561), (x565), (x572), (x573), (x575), (x577), (x583), (x584), (x596), (x603), (x610), (x617), (x620), (x622), (x625), (x635), (x636), (x637), (x647), (x648), (x653), (x660), (x661), (x662), (x664), (x676), (x678), (x681), (x684), (x702), (x706), (x709), (x713), (x722), (x724), (x737), (x742), (x746), (x747), (x750), (x765), (x772), (x776), (x783), (x795), (x808), (x839), (x841), (x855), (x858), (x871), (x882), (x883), (x907), (x921), (x944) }
x6	1	{ (x0), (x1), (x2), (x4), (x8), (x9), (x11), (x12), (x14), (x15), (x16), (x17), (x18), (x20), (x23), (x24), (x25), (x26), (x27), (x28), (x29), (x30), (x32), (x34), (x37), (x38), (x39), (x40), (x43), (x48), (x49), (x51), (x54), (x55), (x56), (x57), (x58), (x59), (x60), (x61), (x64), (x66), (x67), (x68), (x69), (x72), (x73), (x76), (x77), (x78), (x84), (x85), (x88), (x89), (x91), (x92), (x93), (x94), (x95), (x97), (x99), (x101), (x104), (x105), (x108), (x110), (x111), (x114), (x116), (x117), (x119), (x122), (x123), (x125), (x129), (x130), (x131), (x136), (x137), (x139), (x140), (x142), (x143), (x146), (x147), (x150), (x151), (x154), (x155), (x156), (x158), (x159), (x160), (x161), (x162), (x163), (x164), (x165), (x166), (x167), (x170), (x171), (x172), (x173), (x174), (x177), (x178), (x179), (x180), (x181), (x183), (x184), (x189), (x191), (x193), (x198), (x199), (x200), (x201), (x202), (x204), (x205), (x207), (x209), (x210), (x211), (x212), (x213), (x214), (x216), (x218), (x219), (x221), (x222), (x224), (x226), (x227), (x228), (x231), (x232), (x233), (x235), (x236), (x237), (x241), (x242), (x244), (x245), (x246), (x247), (x248), (x250), (x255), (x256), (x257), (x259), (x260), (x261), (x262), (x266), (x268), (x270), (x272), (x276), (x278), (x279), (x281), (x282), (x283), (x284), (x288), (x290), (x303), (x308), (x309), (x311), (x312), (x313), (x314), (x318), (x320), (x322), (x325), (x326), (x327), (x328), (x329), (x330), (x333), (x334), (x335), (x337), (x345), (x346), (x347), (x351), (x352), (x353), (x355), (x357), (x359), (x367), (x371), (x374), (x375), (x378), (x380), (x381), (x382), (x384), (x385), (x389), (x393), (x394), (x398), (x401), (x403), (x404), (x408), (x409), (x413), (x416), (x419), (x423), (x425), (x433), (x436), (x437), (x439), (x449), (x457), (x458), (x459), (x460), (x465), (x466), (x467), (x470), (x471), (x473), (x478), (x480), (x486), (x492), (x495), (x499), (x505), (x509), (x513), (x518), (x522), (x523), (x526), (x529), (x530), (x534), (x542), (x547), (x549), (x550), (x552), (x553), (x560), (x581), (x584), (x587), (x588), (x597), (x599), (x602), (x603), (x604), (x605), (x608), (x614), (x626), (x630), (x632), (x633), (x637), (x641), (x643), (x645), (x646), (x649), (x651), (x657), (x659), (x661), (x664), (x670), (x680), (x688), (x690), (x696), (x703), (x711), (x715), (x719), (x720), (x728), (x731), (x738), (x739), (x744), (x747), (x751), (x771), (x773), (x781), (x784), (x793), (x812), (x818), (x822), (x846), (x854), (x863), (x880), (x882), (x883), (x910), (x915), (x917) }
x7	1	{ (x3), (x5), (x6), (x7), (x9), (x10), (x12), (x14), (x15), (x16), (x20), (x21), (x22), (x24), (x25), (x26), (x27), (x28), (x29), (x31), (x33), (x35), (x36), (x37), (x40), (x41), (x42), (x43), (x44), (x46), (x47), (x53), (x54), (x55), (x56), (x57), (x58), (x59), (x61), (x62), (x63), (x64), (x65), (x66), (x67), (x68), (x71), (x72), (x73), (x74), (x76), (x79), (x80), (x81), (x82), (x83), (x84), (x86), (x88), (x92), (x94), (x96), (x97), (x98), (x100), (x101), (x102), (x105), (x106), (x107), (x111), (x112), (x113), (x115), (x117), (x118), (x119), (x120), (x123), (x125), (x126), (x127), (x128), (x132), (x134), (x135), (x136), (x137), (x140), (x141), (x143), (x144), (x145), (x146), (x151), (x152), (x155), (x156), (x157), (x158), (x159), (x161), (x162), (x164), (x166), (x167), (x168), (x170), (x173), (x175), (x180), (x181), (x183), (x185), (x191), (x196), (x197), (x202), (x203), (x206), (x207), (x210), (x211), (x212), (x215), (x216), (x217), (x218), (x219), (x220), (x222), (x223), (x224), (x225), (x226), (x229), (x230), (x231), (x233), (x235), (x236), (x240), (x242), (x243), (x244), (x245), (x247), (x248), (x249), (x251), (x252), (x253), (x256), (x260), (x262), (x263), (x264), (x265), (x266), (x271), (x272), (x275), (x277), (x278), (x279), (x281), (x282), (x284), (x288), (x291), (x293), (x294), (x297), (x298), (x299), (x300), (x302), (x304), (x305), (x307), (x308), (x309), (x311), (x316), (x321), (x325), (x326), (x329), (x330), (x331), (x332), (x335), (x337), (x339), (x340), (x342), (x344), (x348), (x351), (x352), (x357), (x358), (x359), (x361), (x362), (x363), (x364), (x365), (x366), (x368), (x370), (x372), (x373), (x374), (x375), (x376), (x380), (x382), (x384), (x386), (x393), (x396), (x398), (x399), (x400), (x402), (x407), (x408), (x411), (x412), (x413), (x417), (x418), (x421), (x424), (x425), (x426), (x427), (x429), (x431), (x433), (x434), (x436), (x438), (x446), (x453), (x456), (x458), (x460), (x462), (x467), (x470), (x474), (x478), (x480), (x483), (x485), (x487), (x489), (x490), (x492), (x501), (x502), (x503), (x505), (x509), (x510), (x512), (x514), (x516), (x518), (x520), (x523), (x524), (x529), (x531), (x533), (x534), (x535), (x541), (x543), (x548), (x555), (x556), (x561), (x564), (x570), (x571), (x572), (x573), (x579), (x583), (x594), (x600), (x603), (x606), (x610), (x620), (x622), (x626), (x627), (x628), (x643), (x652), (x657), (x660), (x663), (x667), (x670), (x672), (x683), (x684), (x687), (x688), (x700), (x701), (x704), (x706), (x712), (x717), (x735), (x753), (x763), (x769), (x779), (x784), (x789), (x799), (x811), (x815), (x819), (x830), (x851), (x852), (x854), (x862), (x874), (x880), (x956) }
x8	1	{ (x0), (x2), (x3), (x4), (x6), (x10), (x13), (x14), (x16), (x17), (x19), (x20), (x21), (x22), (x25), (x26), (x28), (x29), (x31), (x32), (x33), (x34), (x36), (x37), (x39), (x40), (x42), (x44), (x45), (x46), (x51), (x52), (x53), (x55), (x58), (x59), (x64), (x66), (x70), (x71), (x73), (x74), (x75), (x78), (x80), (x83), (x84), (x85), (x87), (x88), (x90), (x91), (x92), (x93), (x97), (x98), (x101), (x104), (x105), (x107), (x108), (x109), (x111), (x114), (x115), (x116), (x117), (x118), (x122), (x123), (x124), (x126), (x129), (x130), (x132), (x136), (x138), (x139), (x141), (x144), (x145), (x146), (x149), (x152), (x155), (x157), (x160), (x161), (x163), (x164), (x166), (x167), (x170), (x171), (x172), (x173), (x174), (x175), (x176), (x177), (x178), (x179), (x180), (x182), (x184), (x185), (x188), (x189), (x190), (x192), (x193), (x195), (x198), (x199), (x200), (x201), (x204), (x205), (x206), (x210), (x212), (x213), (x217), (x218), (x220), (x221), (x223), (x229), (x231), (x232), (x236), (x237), (x242), (x243), (x244), (x245), (x246), (x250), (x251), (x254), (x256), (x258), (x259), (x260), (x265), (x266), (x270), (x271), (x278), (x279), (x280), (x282), (x283), (x284), (x287), (x289), (x294), (x298), (x304), (x305), (x306), (x307), (x308), (x309), (x310), (x312), (x314), (x318), (x319), (x320), (x323), (x324), (x325), (x328), (x331), (x336), (x338), (x340), (x341), (x342), (x343), (x344), (x345), (x359), (x360), (x361), (x363), (x367), (x368), (x371), (x373), (x377), (x378), (x380), (x383), (x385), (x387), (x388), (x390), (x393), (x395), (x396), (x401), (x403), (x405), (x407), (x408), (x410), (x412), (x414), (x415), (x416), (x417), (x418), (x423), (x424), (x426), (x432), (x434), (x435), (x436), (x437), (x438), (x439), (x441), (x443), (x445), (x452), (x454), (x457), (x458), (x459), (x460), (x465), (x466), (x468), (x469), (x471), (x475), (x479), (x480), (x486), (x487), (x490), (x491), (x492), (x494), (x495), (x496), (x511), (x513), (x514), (x522), (x527), (x529), (x532), (x533), (x536), (x537), (x540), (x548), (x552), (x553), (x554), (x556), (x559), (x560), (x564), (x567), (x570), (x575), (x578), (x579), (x580), (x581), (x589), (x590), (x593), (x598), (x609), (x612), (x613), (x615), (x616), (x617), (x618), (x620), (x634), (x637), (x640), (x651), (x657), (x660), (x661), (x662), (x663), (x666), (x668), (x669), (x674), (x681), (x687), (x694), (x696), (x710), (x711), (x713), (x718), (x726), (x731), (x736), (x737), (x745), (x749), (x764), (x771), (x772), (x777), (x786), (x791), (x795), (x798), (x811), (x812), (x815), (x819), (x822), (x823), (x829), (x834), (x842), (x862), (x867), (x868), (x869), (x904), (x943), (x945), (x955), (x963) }
x9	1	{ (x0), (x1), (x2), (x3), (x4), (x5), (x8), (x10), (x11), (x12), (x13), (x14), (x16), (x17), (x19), (x21), (x24), (x25), (x26), (x27), (x28), (x29), (x30), (x31), (x33), (x34), (x38), (x39), (x41), (x43), (x44), (x45), (x46), (x47), (x48), (x49), (x50), (x51), (x52), (x53), (x54), (x55), (x56), (x57), (x58), (x61), (x63), (x64), (x67), (x70), (x71), (x72), (x76), (x77), (x79), (x80), (x81), (x82), (x83), (x84), (x85), (x86), (x87), (x89), (x90), (x92), (x93), (x94), (x96), (x97), (x99), (x100), (x101), (x102), (x104), (x105), (x106), (x107), (x108), (x109), (x110), (x113), (x114), (x115), (x116), (x117), (x118), (x120), (x121), (x124), (x126), (x127), (x129), (x130), (x131), (x132), (x136), (x139), (x140), (x142), (x145), (x146), (x147), (x148), (x149), (x150), (x151), (x153), (x154), (x156), (x157), (x161), (x162), (x165), (x168), (x170), (x172), (x175), (x176), (x181), (x182), (x185), (x190), (x191), (x193), (x194), (x195), (x197), (x198), (x201), (x202), (x203), (x206), (x207), (x209), (x210), (x211), (x213), (x215), (x220), (x221), (x223), (x224), (x226), (x228), (x229), (x230), (x233), (x235), (x236), (x239), (x240), (x243), (x244), (x246), (x247), (x248), (x250), (x251), (x252), (x255), (x256), (x257), (x259), (x260), (x261), (x262), (x263), (x267), (x271), (x274), (x276), (x277), (x279), (x283), (x284), (x285), (x286), (x289), (x293), (x294), (x299), (x302), (x303), (x306), (x309), (x310), (x312), (x314), (x317), (x322), (x323), (x324), (x325), (x326), (x328), (x329), (x330), (x331), (x334), (x339), (x340), (x342), (x344), (x346), (x349), (x350), (x353), (x357), (x359), (x360), (x363), (x364), (x366), (x367), (x369), (x371), (x372), (x373), (x374), (x376), (x378), (x379), (x384), (x390), (x395), (x396), (x397), (x398), (x404), (x408), (x410), (x412), (x415), (x417), (x418), (x419), (x420), (x421), (x423), (x424), (x426), (x430), (x432), (x439), (x440), (x443), (x444), (x449), (x453), (x456), (x459), (x462), (x463), (x467), (x469), (x471), (x473), (x476), (x478), (x483), (x485), (x488), (x489), (x490), (x491), (x492), (x496), (x498), (x506), (x513), (x518), (x519), (x520), (x525), (x532), (x537), (x538), (x540), (x541), (x545), (x548), (x556), (x558), (x565), (x566), (x567), (x568), (x571), (x579), (x580), (x583), (x598), (x600), (x604), (x605), (x612), (x616), (x619), (x624), (x626), (x628), (x632), (x639), (x641), (x652), (x657), (x667), (x676), (x687), (x689), (x690), (x692), (x693), (x697), (x703), (x705), (x709), (x720), (x724), (x725), (x726), (x729), (x736), (x738), (x739), (x754), (x756), (x761), (x773), (x778), (x832), (x847), (x854), (x870), (x881), (x882), (x883), (x885), (x894), (x895), (x919), (x928), (x944), (x969) }
